Env [ 7. 24.],Env [ 7. 28.],Env [ 7. 32.],Env [ 7. 36.],Env [ 7. 40.],Env [ 7. 44.],Env [ 9. 24.],Env [ 9. 28.],Env [ 9. 32.],Env [ 9. 36.],Env [ 9. 40.],Env [ 9. 44.],Env [11. 24.],Env [11. 28.],Env [11. 32.],Env [11. 36.],Env [11. 40.],Env [11. 44.],Env [13. 24.],Env [13. 28.],Env [13. 32.],Env [13. 36.],Env [13. 40.],Env [13. 44.],Env [15. 24.],Env [15. 28.],Env [15. 32.],Env [15. 36.],Env [15. 40.],Env [15. 44.],Env [17. 24.],Env [17. 28.],Env [17. 32.],Env [17. 36.],Env [17. 40.],Env [17. 44.]
0.50,0.50,0.55,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.50,0.50
0.50,0.50,0.60,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.50,0.50
0.50,0.50,0.54,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.50,0.50
0.50,0.50,0.54,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
0.50,0.50,0.48,0.50,0.50,0.55,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.50,0.50,0.50
0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.60,0.50,0.50,0.50,0.50
0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.60,0.50,0.50,0.50,0.50
0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.64,0.50,0.50,0.50,0.50
0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.67,0.50,0.50,0.50,0.50
0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.60,0.50,0.50,0.50,0.50
0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.64,0.50,0.50,0.50,0.50
0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.50,0.64,0.50,0.50,0.50,0.50
0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.50,0.68,0.50,0.50,0.50,0.50
0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.50,0.71,0.50,0.50,0.50,0.50
0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.45,0.50,0.55,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.50,0.71,0.50,0.50,0.50,0.50
0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.45,0.50,0.55,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.50,0.74,0.50,0.50,0.50,0.50
0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.45,0.50,0.55,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.50,0.77,0.50,0.50,0.50,0.50
0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.45,0.50,0.55,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.50,0.79,0.50,0.50,0.50,0.50
0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.45,0.50,0.55,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.50,0.81,0.50,0.50,0.50,0.50
0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.45,0.50,0.55,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.50,0.73,0.50,0.50,0.50,0.50
0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.45,0.50,0.55,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.50,0.66,0.50,0.50,0.50,0.50
0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.45,0.50,0.55,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.50,0.59,0.50,0.50,0.50,0.50
0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.45,0.50,0.55,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.50,0.53,0.50,0.50,0.50,0.50
0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.60,0.50,0.45,0.50,0.55,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.50,0.53,0.50,0.50,0.50,0.50
0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.54,0.50,0.45,0.50,0.55,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.50,0.50,0.53,0.50,0.50,0.50,0.50
0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.54,0.50,0.45,0.50,0.55,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.53,0.50,0.50,0.50,0.50
0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.54,0.50,0.45,0.50,0.60,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.53,0.50,0.50,0.50,0.50
0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.54,0.50,0.45,0.50,0.64,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.53,0.50,0.50,0.50,0.50
0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.54,0.50,0.45,0.50,0.57,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.53,0.50,0.50,0.50,0.50
0.50,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.54,0.50,0.45,0.50,0.57,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.53,0.50,0.50,0.50,0.50
0.50,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.54,0.50,0.45,0.50,0.61,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.53,0.50,0.50,0.50,0.50
0.50,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.54,0.50,0.45,0.50,0.55,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.53,0.50,0.50,0.50,0.50
0.50,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.54,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.53,0.50,0.50,0.50,0.50
0.50,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.58,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.53,0.50,0.50,0.50,0.50
0.50,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.58,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.53,0.50,0.50,0.50,0.50
0.50,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.58,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.53,0.50,0.50,0.50,0.50
0.50,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.53,0.50,0.50,0.50,0.50
0.50,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.58,0.50,0.50,0.50,0.50
0.50,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.55,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.60,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.54,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.58,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.52,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.52,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.57,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.52,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.61,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.52,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.52,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.60,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.52,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.60,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.52,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.64,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.52,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.67,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.52,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.71,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.52,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.71,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.52,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.74,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.52,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.66,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.52,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.70,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.52,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.73,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.52,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.75,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.52,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.78,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.52,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.70,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.52,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.70,0.45,0.45,0.50,0.50,0.50,0.50,0.55,0.45,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.52,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.73,0.45,0.45,0.50,0.50,0.50,0.50,0.55,0.45,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.52,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.66,0.45,0.45,0.50,0.50,0.50,0.50,0.55,0.45,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.52,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.69,0.45,0.45,0.50,0.50,0.50,0.50,0.55,0.45,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.52,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.62,0.45,0.45,0.50,0.50,0.50,0.50,0.55,0.45,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.52,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.56,0.45,0.45,0.50,0.50,0.50,0.50,0.55,0.45,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.52,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.45,0.45,0.50,0.50,0.50,0.50,0.55,0.45,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.52,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.47,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.47,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.45,0.45,0.50,0.50,0.50,0.55,0.50,0.45,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.47,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50
0.47,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.57,0.50,0.50,0.50,0.50
0.47,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.51,0.50,0.50,0.50,0.50
0.47,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.56,0.50,0.50,0.50,0.50
0.47,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.56,0.55,0.50,0.50,0.50
0.47,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.60,0.55,0.50,0.50,0.50
0.47,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.64,0.55,0.50,0.50,0.50
0.47,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.68,0.55,0.50,0.50,0.50
0.47,0.45,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.71,0.55,0.50,0.50,0.50
