Env [ 7. 24.],Env [ 7. 34.],Env [ 7. 44.],Env [12. 24.],Env [12. 34.],Env [12. 44.],Env [17. 24.],Env [17. 34.],Env [17. 44.]
0.50,0.45,0.50,0.57,0.45,0.50,0.50,0.45,0.48
0.45,0.45,0.50,0.57,0.45,0.50,0.50,0.45,0.48
0.45,0.45,0.50,0.51,0.45,0.50,0.50,0.45,0.48
0.45,0.45,0.50,0.51,0.45,0.50,0.50,0.41,0.48
0.45,0.45,0.50,0.56,0.45,0.50,0.50,0.41,0.48
0.45,0.45,0.50,0.60,0.45,0.50,0.50,0.41,0.48
0.45,0.45,0.50,0.60,0.51,0.50,0.50,0.41,0.48
0.45,0.45,0.50,0.54,0.51,0.50,0.50,0.41,0.48
0.45,0.45,0.50,0.59,0.51,0.50,0.50,0.41,0.48
0.45,0.45,0.50,0.59,0.51,0.50,0.50,0.36,0.48
0.45,0.45,0.50,0.63,0.51,0.50,0.50,0.36,0.48
0.45,0.45,0.50,0.67,0.51,0.50,0.50,0.36,0.48
0.45,0.45,0.50,0.60,0.51,0.50,0.50,0.36,0.48
0.45,0.45,0.50,0.54,0.51,0.50,0.50,0.36,0.48
0.45,0.45,0.50,0.49,0.51,0.50,0.50,0.36,0.48
0.45,0.45,0.50,0.49,0.55,0.50,0.50,0.36,0.48
0.45,0.45,0.50,0.49,0.50,0.50,0.50,0.36,0.48
0.45,0.45,0.50,0.49,0.50,0.45,0.50,0.36,0.48
0.45,0.45,0.45,0.49,0.50,0.45,0.50,0.36,0.48
0.45,0.45,0.45,0.54,0.50,0.45,0.50,0.36,0.48
0.45,0.45,0.45,0.48,0.50,0.45,0.50,0.36,0.48
0.45,0.45,0.45,0.48,0.50,0.45,0.55,0.36,0.48
0.45,0.45,0.45,0.48,0.50,0.45,0.60,0.36,0.48
0.45,0.45,0.45,0.48,0.50,0.45,0.64,0.36,0.48
0.45,0.45,0.45,0.48,0.50,0.45,0.67,0.36,0.48
0.45,0.45,0.45,0.48,0.50,0.45,0.70,0.36,0.48
0.45,0.45,0.45,0.48,0.50,0.45,0.63,0.36,0.48
0.45,0.45,0.45,0.48,0.50,0.45,0.67,0.36,0.48
0.45,0.45,0.45,0.48,0.50,0.45,0.60,0.36,0.48
0.45,0.45,0.45,0.48,0.50,0.45,0.54,0.36,0.48
0.45,0.45,0.45,0.48,0.50,0.45,0.59,0.36,0.48
0.45,0.45,0.45,0.48,0.50,0.45,0.53,0.36,0.48
0.45,0.45,0.45,0.48,0.50,0.45,0.48,0.36,0.48
0.45,0.45,0.45,0.48,0.45,0.45,0.48,0.36,0.48
0.45,0.45,0.45,0.54,0.45,0.45,0.48,0.36,0.48
0.45,0.45,0.45,0.58,0.45,0.45,0.48,0.36,0.48
0.45,0.45,0.45,0.62,0.45,0.45,0.48,0.36,0.48
0.45,0.45,0.45,0.66,0.45,0.45,0.48,0.36,0.48
0.45,0.45,0.45,0.60,0.45,0.45,0.48,0.36,0.48
0.45,0.45,0.45,0.54,0.45,0.45,0.48,0.36,0.48
0.45,0.45,0.45,0.48,0.45,0.45,0.48,0.36,0.48
0.45,0.45,0.45,0.53,0.45,0.45,0.48,0.36,0.48
0.45,0.45,0.45,0.58,0.45,0.45,0.48,0.36,0.48
0.45,0.45,0.45,0.52,0.45,0.45,0.48,0.36,0.48
0.45,0.45,0.45,0.52,0.45,0.45,0.48,0.36,0.43
0.45,0.45,0.45,0.47,0.45,0.45,0.48,0.36,0.43
0.45,0.45,0.45,0.47,0.45,0.45,0.53,0.36,0.43
0.45,0.45,0.45,0.47,0.45,0.45,0.48,0.36,0.43
0.45,0.45,0.45,0.47,0.45,0.45,0.43,0.36,0.43
0.45,0.45,0.45,0.52,0.45,0.45,0.43,0.36,0.43
0.45,0.45,0.45,0.57,0.45,0.45,0.43,0.36,0.43
0.45,0.45,0.45,0.61,0.45,0.45,0.43,0.36,0.43
0.45,0.45,0.45,0.65,0.45,0.45,0.43,0.36,0.43
0.45,0.45,0.45,0.69,0.45,0.45,0.43,0.36,0.43
0.45,0.45,0.45,0.72,0.45,0.45,0.43,0.36,0.43
0.45,0.45,0.45,0.72,0.45,0.45,0.43,0.43,0.43
0.45,0.45,0.45,0.65,0.45,0.45,0.43,0.43,0.43
0.45,0.45,0.45,0.68,0.45,0.45,0.43,0.43,0.43
0.45,0.45,0.45,0.61,0.45,0.45,0.43,0.43,0.43
0.45,0.45,0.45,0.65,0.45,0.45,0.43,0.43,0.43
0.45,0.41,0.45,0.65,0.45,0.45,0.43,0.43,0.43
0.45,0.46,0.45,0.65,0.45,0.45,0.43,0.43,0.43
0.45,0.46,0.45,0.69,0.45,0.45,0.43,0.43,0.43
0.45,0.46,0.45,0.62,0.45,0.45,0.43,0.43,0.43
0.45,0.46,0.45,0.66,0.45,0.45,0.43,0.43,0.43
0.45,0.46,0.45,0.59,0.45,0.45,0.43,0.43,0.43
0.45,0.46,0.45,0.53,0.45,0.45,0.43,0.43,0.43
0.45,0.46,0.45,0.58,0.45,0.45,0.43,0.43,0.43
0.45,0.46,0.45,0.52,0.45,0.45,0.43,0.43,0.43
0.45,0.46,0.45,0.47,0.45,0.45,0.43,0.43,0.43
0.45,0.46,0.45,0.42,0.45,0.45,0.43,0.43,0.43
0.45,0.42,0.45,0.42,0.45,0.45,0.43,0.43,0.43
0.45,0.42,0.45,0.42,0.45,0.51,0.43,0.43,0.43
0.45,0.42,0.45,0.42,0.45,0.45,0.43,0.43,0.43
0.45,0.42,0.45,0.42,0.45,0.41,0.43,0.43,0.43
0.45,0.42,0.51,0.42,0.45,0.41,0.43,0.43,0.43
0.45,0.42,0.45,0.42,0.45,0.41,0.43,0.43,0.43
0.45,0.42,0.41,0.42,0.45,0.41,0.43,0.43,0.43
0.45,0.42,0.41,0.42,0.40,0.41,0.43,0.43,0.43
0.50,0.42,0.41,0.42,0.40,0.41,0.43,0.43,0.43
0.55,0.42,0.41,0.42,0.40,0.41,0.43,0.43,0.43
0.60,0.42,0.41,0.42,0.40,0.41,0.43,0.43,0.43
0.64,0.42,0.41,0.42,0.40,0.41,0.43,0.43,0.43
0.57,0.42,0.41,0.42,0.40,0.41,0.43,0.43,0.43
0.57,0.42,0.41,0.42,0.36,0.41,0.43,0.43,0.43
0.52,0.42,0.41,0.42,0.36,0.41,0.43,0.43,0.43
0.56,0.42,0.41,0.42,0.36,0.41,0.43,0.43,0.43
0.51,0.42,0.41,0.42,0.36,0.41,0.43,0.43,0.43
0.51,0.42,0.41,0.42,0.36,0.37,0.43,0.43,0.43
0.56,0.42,0.41,0.42,0.36,0.37,0.43,0.43,0.43
0.60,0.42,0.41,0.42,0.36,0.37,0.43,0.43,0.43
0.54,0.42,0.41,0.42,0.36,0.37,0.43,0.43,0.43
0.59,0.42,0.41,0.42,0.36,0.37,0.43,0.43,0.43
0.63,0.42,0.41,0.42,0.36,0.37,0.43,0.43,0.43
0.57,0.42,0.41,0.42,0.36,0.37,0.43,0.43,0.43
0.61,0.42,0.41,0.42,0.36,0.37,0.43,0.43,0.43
0.55,0.42,0.41,0.42,0.36,0.37,0.43,0.43,0.43
0.59,0.42,0.41,0.42,0.36,0.37,0.43,0.43,0.43
0.53,0.42,0.41,0.42,0.36,0.37,0.43,0.43,0.43
0.48,0.42,0.41,0.42,0.36,0.37,0.43,0.43,0.43
0.53,0.42,0.41,0.42,0.36,0.37,0.43,0.43,0.43
0.48,0.42,0.41,0.42,0.36,0.37,0.43,0.43,0.43
0.53,0.42,0.41,0.42,0.36,0.37,0.43,0.43,0.43
0.53,0.42,0.41,0.42,0.43,0.37,0.43,0.43,0.43
0.58,0.42,0.41,0.42,0.43,0.37,0.43,0.43,0.43
0.62,0.42,0.41,0.42,0.43,0.37,0.43,0.43,0.43
0.66,0.42,0.41,0.42,0.43,0.37,0.43,0.43,0.43
0.59,0.42,0.41,0.42,0.43,0.37,0.43,0.43,0.43
0.63,0.42,0.41,0.42,0.43,0.37,0.43,0.43,0.43
0.63,0.42,0.41,0.42,0.43,0.37,0.43,0.43,0.39
0.63,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.57,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.61,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.65,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.59,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.63,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.67,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.70,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.73,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.76,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.68,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.61,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.65,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.69,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.62,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.66,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.69,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.72,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.75,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.67,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.71,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.74,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.76,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.69,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.72,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.75,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.77,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.69,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.62,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.56,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.61,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.65,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.68,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.71,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.74,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.77,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.79,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.81,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.73,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.66,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.59,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.53,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.48,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.43,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.39,0.42,0.41,0.42,0.43,0.33,0.43,0.43,0.39
0.39,0.42,0.41,0.42,0.43,0.33,0.39,0.43,0.39
0.39,0.42,0.41,0.42,0.43,0.33,0.39,0.39,0.39
0.39,0.42,0.41,0.42,0.48,0.33,0.39,0.39,0.39
0.39,0.42,0.41,0.42,0.44,0.33,0.39,0.39,0.39
0.39,0.42,0.41,0.42,0.49,0.33,0.39,0.39,0.39
0.39,0.42,0.41,0.42,0.54,0.33,0.39,0.39,0.39
0.39,0.42,0.41,0.42,0.59,0.33,0.39,0.39,0.39
0.39,0.42,0.41,0.42,0.59,0.33,0.45,0.39,0.39
0.39,0.42,0.41,0.42,0.63,0.33,0.45,0.39,0.39
0.39,0.42,0.41,0.42,0.57,0.33,0.45,0.39,0.39
0.39,0.42,0.41,0.42,0.51,0.33,0.45,0.39,0.39
0.39,0.42,0.41,0.42,0.56,0.33,0.45,0.39,0.39
0.39,0.42,0.41,0.42,0.50,0.33,0.45,0.39,0.39
0.39,0.42,0.41,0.42,0.55,0.33,0.45,0.39,0.39
0.39,0.42,0.41,0.42,0.60,0.33,0.45,0.39,0.39
0.39,0.42,0.41,0.42,0.54,0.33,0.45,0.39,0.39
0.39,0.42,0.41,0.42,0.58,0.33,0.45,0.39,0.39
0.39,0.38,0.41,0.42,0.58,0.33,0.45,0.39,0.39
0.39,0.38,0.41,0.42,0.63,0.33,0.45,0.39,0.39
0.39,0.38,0.41,0.42,0.66,0.33,0.45,0.39,0.39
0.39,0.38,0.41,0.42,0.66,0.33,0.45,0.39,0.45
0.39,0.38,0.41,0.42,0.70,0.33,0.45,0.39,0.45
0.39,0.38,0.41,0.42,0.73,0.33,0.45,0.39,0.45
0.39,0.38,0.41,0.42,0.65,0.33,0.45,0.39,0.45
0.39,0.38,0.41,0.42,0.59,0.33,0.45,0.39,0.45
0.39,0.38,0.41,0.42,0.63,0.33,0.45,0.39,0.45
0.39,0.38,0.41,0.42,0.63,0.33,0.40,0.39,0.45
0.39,0.38,0.41,0.42,0.67,0.33,0.40,0.39,0.45
0.39,0.38,0.41,0.38,0.67,0.33,0.40,0.39,0.45
0.39,0.38,0.41,0.38,0.70,0.33,0.40,0.39,0.45
0.39,0.38,0.41,0.38,0.73,0.33,0.40,0.39,0.45
0.39,0.38,0.41,0.38,0.76,0.33,0.40,0.39,0.45
0.39,0.38,0.41,0.38,0.78,0.33,0.40,0.39,0.45
0.39,0.38,0.41,0.38,0.70,0.33,0.40,0.39,0.45
0.39,0.38,0.41,0.38,0.63,0.33,0.40,0.39,0.45
0.39,0.38,0.41,0.38,0.67,0.33,0.40,0.39,0.45
0.39,0.38,0.41,0.38,0.67,0.33,0.46,0.39,0.45
0.39,0.38,0.41,0.38,0.60,0.33,0.46,0.39,0.45
0.39,0.38,0.41,0.38,0.64,0.33,0.46,0.39,0.45
0.39,0.38,0.41,0.38,0.68,0.33,0.46,0.39,0.45
0.39,0.38,0.41,0.38,0.71,0.33,0.46,0.39,0.45
0.39,0.38,0.41,0.38,0.71,0.33,0.46,0.39,0.51
0.39,0.38,0.41,0.38,0.74,0.33,0.46,0.39,0.51
0.39,0.38,0.41,0.38,0.67,0.33,0.46,0.39,0.51
0.39,0.38,0.41,0.38,0.67,0.30,0.46,0.39,0.51
0.39,0.38,0.41,0.38,0.60,0.30,0.46,0.39,0.51
0.39,0.38,0.41,0.38,0.64,0.30,0.46,0.39,0.51
0.39,0.38,0.41,0.38,0.58,0.30,0.46,0.39,0.51
0.39,0.38,0.41,0.38,0.52,0.30,0.46,0.39,0.51
0.39,0.38,0.41,0.38,0.47,0.30,0.46,0.39,0.51
0.39,0.38,0.37,0.38,0.47,0.30,0.46,0.39,0.51
0.39,0.38,0.37,0.38,0.47,0.30,0.46,0.39,0.56
0.39,0.38,0.37,0.38,0.47,0.30,0.46,0.39,0.60
0.39,0.38,0.37,0.38,0.47,0.30,0.46,0.39,0.54
0.39,0.38,0.37,0.38,0.47,0.30,0.46,0.39,0.49
0.39,0.38,0.37,0.38,0.47,0.30,0.46,0.39,0.54
0.39,0.38,0.37,0.38,0.47,0.30,0.46,0.39,0.48
0.39,0.38,0.37,0.38,0.47,0.30,0.46,0.39,0.54
0.39,0.38,0.37,0.38,0.47,0.30,0.46,0.39,0.58
0.39,0.38,0.37,0.38,0.47,0.30,0.46,0.39,0.62
0.39,0.38,0.37,0.38,0.47,0.30,0.46,0.39,0.56
0.39,0.38,0.37,0.38,0.47,0.30,0.46,0.39,0.51
0.39,0.38,0.37,0.38,0.47,0.30,0.46,0.39,0.45
0.39,0.38,0.37,0.38,0.52,0.30,0.46,0.39,0.45
0.39,0.38,0.37,0.38,0.47,0.30,0.46,0.39,0.45
0.39,0.38,0.37,0.38,0.52,0.30,0.46,0.39,0.45
0.39,0.38,0.37,0.38,0.57,0.30,0.46,0.39,0.45
0.39,0.38,0.37,0.38,0.61,0.30,0.46,0.39,0.45
0.39,0.38,0.37,0.38,0.65,0.30,0.46,0.39,0.45
0.39,0.38,0.37,0.38,0.69,0.30,0.46,0.39,0.45
0.39,0.38,0.37,0.38,0.62,0.30,0.46,0.39,0.45
0.39,0.38,0.37,0.38,0.66,0.30,0.46,0.39,0.45
0.39,0.38,0.37,0.38,0.69,0.30,0.46,0.39,0.45
0.39,0.38,0.37,0.38,0.62,0.30,0.46,0.39,0.45
0.39,0.38,0.37,0.38,0.56,0.30,0.46,0.39,0.45
0.39,0.38,0.37,0.38,0.50,0.30,0.46,0.39,0.45
0.39,0.38,0.37,0.38,0.55,0.30,0.46,0.39,0.45
0.39,0.38,0.37,0.38,0.60,0.30,0.46,0.39,0.45
0.39,0.38,0.37,0.38,0.64,0.30,0.46,0.39,0.45
0.39,0.38,0.37,0.38,0.67,0.30,0.46,0.39,0.45
0.39,0.38,0.37,0.38,0.61,0.30,0.46,0.39,0.45
0.39,0.38,0.37,0.38,0.55,0.30,0.46,0.39,0.45
0.39,0.38,0.37,0.38,0.59,0.30,0.46,0.39,0.45
0.39,0.38,0.37,0.38,0.53,0.30,0.46,0.39,0.45
0.39,0.38,0.37,0.38,0.48,0.30,0.46,0.39,0.45
0.39,0.38,0.37,0.38,0.43,0.30,0.46,0.39,0.45
0.39,0.38,0.37,0.38,0.43,0.30,0.42,0.39,0.45
0.39,0.38,0.37,0.38,0.43,0.30,0.42,0.39,0.41
0.39,0.38,0.37,0.38,0.49,0.30,0.42,0.39,0.41
0.39,0.38,0.37,0.38,0.54,0.30,0.42,0.39,0.41
0.39,0.38,0.37,0.38,0.59,0.30,0.42,0.39,0.41
0.39,0.38,0.37,0.38,0.63,0.30,0.42,0.39,0.41
0.39,0.38,0.37,0.38,0.56,0.30,0.42,0.39,0.41
0.39,0.38,0.37,0.38,0.56,0.30,0.42,0.39,0.37
0.39,0.38,0.37,0.38,0.61,0.30,0.42,0.39,0.37
0.39,0.38,0.37,0.38,0.65,0.30,0.42,0.39,0.37
0.39,0.38,0.37,0.38,0.58,0.30,0.42,0.39,0.37
0.39,0.38,0.37,0.38,0.62,0.30,0.42,0.39,0.37
0.39,0.38,0.37,0.38,0.56,0.30,0.42,0.39,0.37
0.39,0.38,0.37,0.38,0.61,0.30,0.42,0.39,0.37
0.39,0.38,0.37,0.38,0.61,0.30,0.42,0.35,0.37
0.39,0.34,0.37,0.38,0.61,0.30,0.42,0.35,0.37
0.39,0.34,0.37,0.38,0.64,0.30,0.42,0.35,0.37
0.39,0.34,0.37,0.38,0.68,0.30,0.42,0.35,0.37
0.39,0.34,0.37,0.38,0.71,0.30,0.42,0.35,0.37
0.39,0.34,0.37,0.38,0.64,0.30,0.42,0.35,0.37
0.39,0.34,0.37,0.38,0.68,0.30,0.42,0.35,0.37
0.35,0.34,0.37,0.38,0.68,0.30,0.42,0.35,0.37
0.35,0.34,0.37,0.38,0.71,0.30,0.42,0.35,0.37
0.35,0.34,0.37,0.38,0.74,0.30,0.42,0.35,0.37
0.35,0.34,0.37,0.38,0.66,0.30,0.42,0.35,0.37
0.35,0.34,0.37,0.38,0.70,0.30,0.42,0.35,0.37
0.35,0.34,0.37,0.38,0.63,0.30,0.42,0.35,0.37
0.35,0.34,0.37,0.38,0.63,0.30,0.42,0.35,0.33
0.35,0.34,0.37,0.38,0.67,0.30,0.42,0.35,0.33
0.35,0.34,0.37,0.38,0.70,0.30,0.42,0.35,0.33
0.35,0.34,0.37,0.38,0.70,0.30,0.42,0.35,0.40
0.35,0.34,0.37,0.38,0.63,0.30,0.42,0.35,0.40
0.35,0.34,0.37,0.38,0.67,0.30,0.42,0.35,0.40
0.35,0.34,0.37,0.38,0.60,0.30,0.42,0.35,0.40
0.35,0.34,0.37,0.38,0.64,0.30,0.42,0.35,0.40
0.35,0.34,0.37,0.38,0.58,0.30,0.42,0.35,0.40
0.35,0.34,0.37,0.38,0.62,0.30,0.42,0.35,0.40
0.35,0.34,0.37,0.38,0.66,0.30,0.42,0.35,0.40
0.35,0.34,0.37,0.38,0.59,0.30,0.42,0.35,0.40
0.35,0.34,0.37,0.38,0.53,0.30,0.42,0.35,0.40
0.35,0.34,0.37,0.38,0.48,0.30,0.42,0.35,0.40
0.35,0.34,0.37,0.38,0.53,0.30,0.42,0.35,0.40
0.35,0.34,0.37,0.38,0.58,0.30,0.42,0.35,0.40
0.35,0.34,0.37,0.38,0.62,0.30,0.42,0.35,0.40
0.35,0.34,0.37,0.38,0.66,0.30,0.42,0.35,0.40
0.35,0.34,0.37,0.38,0.59,0.30,0.42,0.35,0.40
0.35,0.34,0.37,0.38,0.63,0.30,0.42,0.35,0.40
0.35,0.34,0.37,0.38,0.57,0.30,0.42,0.35,0.40
0.35,0.34,0.37,0.38,0.61,0.30,0.42,0.35,0.40
0.35,0.34,0.37,0.38,0.65,0.30,0.42,0.35,0.40
0.35,0.34,0.37,0.38,0.59,0.30,0.42,0.35,0.40
0.35,0.34,0.37,0.38,0.53,0.30,0.42,0.35,0.40
0.35,0.34,0.37,0.38,0.57,0.30,0.42,0.35,0.40
0.35,0.34,0.37,0.38,0.62,0.30,0.42,0.35,0.40
0.35,0.34,0.37,0.38,0.66,0.30,0.42,0.35,0.40
0.35,0.30,0.37,0.38,0.66,0.30,0.42,0.35,0.40
0.35,0.30,0.37,0.38,0.59,0.30,0.42,0.35,0.40
0.35,0.30,0.37,0.38,0.63,0.30,0.42,0.35,0.40
0.35,0.30,0.37,0.38,0.57,0.30,0.42,0.35,0.40
0.35,0.30,0.37,0.38,0.61,0.30,0.42,0.35,0.40
0.35,0.30,0.37,0.38,0.55,0.30,0.42,0.35,0.40
0.35,0.37,0.37,0.38,0.55,0.30,0.42,0.35,0.40
0.35,0.37,0.37,0.38,0.60,0.30,0.42,0.35,0.40
0.35,0.37,0.37,0.38,0.64,0.30,0.42,0.35,0.40
0.35,0.37,0.37,0.38,0.67,0.30,0.42,0.35,0.40
0.35,0.37,0.37,0.38,0.60,0.30,0.42,0.35,0.40
0.35,0.37,0.37,0.38,0.54,0.30,0.42,0.35,0.40
0.35,0.37,0.37,0.38,0.49,0.30,0.42,0.35,0.40
0.35,0.37,0.37,0.38,0.44,0.30,0.42,0.35,0.40
0.35,0.37,0.37,0.38,0.50,0.30,0.42,0.35,0.40
0.35,0.37,0.37,0.38,0.55,0.30,0.42,0.35,0.40
0.35,0.37,0.37,0.38,0.49,0.30,0.42,0.35,0.40
0.35,0.37,0.37,0.38,0.54,0.30,0.42,0.35,0.40
0.35,0.37,0.37,0.38,0.59,0.30,0.42,0.35,0.40
0.35,0.37,0.37,0.38,0.53,0.30,0.42,0.35,0.40
0.35,0.37,0.37,0.38,0.58,0.30,0.42,0.35,0.40
0.35,0.37,0.37,0.38,0.62,0.30,0.42,0.35,0.40
0.35,0.37,0.37,0.38,0.56,0.30,0.42,0.35,0.40
0.35,0.37,0.37,0.38,0.50,0.30,0.42,0.35,0.40
0.35,0.37,0.37,0.38,0.45,0.30,0.42,0.35,0.40
0.35,0.37,0.37,0.38,0.51,0.30,0.42,0.35,0.40
0.35,0.37,0.37,0.38,0.46,0.30,0.42,0.35,0.40
0.35,0.37,0.37,0.38,0.51,0.30,0.42,0.35,0.40
0.35,0.37,0.37,0.38,0.46,0.30,0.42,0.35,0.40
0.35,0.37,0.37,0.38,0.51,0.30,0.42,0.35,0.40
0.35,0.37,0.37,0.38,0.46,0.30,0.42,0.35,0.40
0.35,0.37,0.37,0.38,0.46,0.37,0.42,0.35,0.40
0.35,0.37,0.37,0.38,0.42,0.37,0.42,0.35,0.40
0.35,0.37,0.37,0.38,0.42,0.37,0.47,0.35,0.40
0.35,0.37,0.37,0.38,0.42,0.37,0.53,0.35,0.40
0.35,0.37,0.37,0.38,0.42,0.37,0.57,0.35,0.40
0.35,0.37,0.37,0.38,0.42,0.37,0.62,0.35,0.40
0.35,0.37,0.37,0.38,0.42,0.37,0.56,0.35,0.40
0.35,0.37,0.37,0.38,0.42,0.37,0.50,0.35,0.40
0.35,0.37,0.37,0.38,0.42,0.37,0.45,0.35,0.40
0.35,0.37,0.37,0.38,0.42,0.37,0.40,0.35,0.40
0.35,0.37,0.37,0.38,0.37,0.37,0.40,0.35,0.40
0.35,0.37,0.37,0.38,0.37,0.37,0.36,0.35,0.40
0.35,0.37,0.37,0.38,0.37,0.37,0.36,0.35,0.36
0.35,0.37,0.37,0.44,0.37,0.37,0.36,0.35,0.36
0.35,0.37,0.37,0.40,0.37,0.37,0.36,0.35,0.36
0.35,0.37,0.37,0.46,0.37,0.37,0.36,0.35,0.36
0.35,0.37,0.37,0.51,0.37,0.37,0.36,0.35,0.36
0.35,0.37,0.37,0.56,0.37,0.37,0.36,0.35,0.36
0.35,0.37,0.37,0.60,0.37,0.37,0.36,0.35,0.36
0.35,0.37,0.37,0.64,0.37,0.37,0.36,0.35,0.36
0.35,0.37,0.37,0.68,0.37,0.37,0.36,0.35,0.36
0.35,0.37,0.37,0.71,0.37,0.37,0.36,0.35,0.36
0.35,0.37,0.37,0.74,0.37,0.37,0.36,0.35,0.36
0.35,0.37,0.37,0.77,0.37,0.37,0.36,0.35,0.36
0.35,0.37,0.37,0.79,0.37,0.37,0.36,0.35,0.36
